Index,Artist,Title,Lyrics
ML716,DeBarge,All This Love,"[Verse 1: El DeBarge]
I had some problems
And no one could seem to solve them
But you found the answer
You told me to take this chance
And learn the ways of love, my baby
And all that it has to offer
In time you will see
That love won't let you down

You said that you loved me
Said hurt only came to pass me
It sounded so convincing
That I gave it half a chance
And learned the ways of love, my baby
There is so much love inside me
And all that I have
I give my all to you
All, all my love, baby

[Chorus: El DeBarge & DeBarge]
And all this love is waiting for you
My baby, my darling
And all, all my love is waiting for you

[Verse 2: El DeBarge]
Oh, I, I had some problems
And no one could seem to solve them
But you, you, you found the answer
So I gave it half a chance
And learned the ways of love, my baby
And all that it has to offer
And all that I have
I give my all to you
All, all my love, baby

[Chorus: El DeBarge & DeBarge]
And all this love is waiting for you
My baby, my sugar
And all, all my love is waiting for you, ooh hoo

[Instrumental Break]

[Chorus: El DeBarge & DeBarge]
All this love is waiting for you, ooh
And all this love is waiting for you
My baby
And baby, all, baby, all
All this love is waiting for you
My sugar, my baby
And all this love is waiting for you

[Outro: El DeBarge, DeBarge]
Oh, I love how you make me feel this way
(All this love is waiting for you)
My love is getting stronger every day, my baby
(Ooh, love is waiting now)
And after all I went and put myself through
(All this love is waiting for you)
I found that all I really needed was you, my darling
(Ooh, love is waiting now)
As the sun has its place up in the sky
I love you so dearly and all the same
There's no need to wonder why
I need you, please hear me
(Say you really love me, baby) Uh
Say you really love me, darling
Say baby ('Cause I really love you, baby)
Ah baby (Oh, I really love you, darling)
And, baby, all
Say you really love me, baby
All this love is waiting for you
(Say you really love me, darling
'Cause I really love you, baby) My baby
Oh, I really love you, darling
And, baby, all
(Say you really love me, baby) All this love
Say you really love me, darling
Ah, 'cause I really love you, baby
Ah baby, sure 'nough waiting
Sure 'nough love you, darling
Say, say you love me
Oh, I love you
Baby, all my love is waiting for you
My baby, ow"
ML717,Norah Jones,My Blue Heaven,"When whippoorwills call and evening is nigh
I hurry to my blue heaven
Just a turn to the right, you'll find a little white light
Will lead you to my Blue Heaven

You'll see a smiling face, a fireplace, a cozy little room
A little nest that nestles where the roses bloom
Just Marley and me, and baby makes three
We're happy in my blue heaven

You'll see a smiling face, a fireplace, a cozy little room
A little nest that nestles where the roses bloom
Just Marley and me, and baby makes three
We're happy in my blue heaven
So happy in my blue heaven"
ML718,Elmore James,The Sky Is Crying,"The sky is crying, look at the tears roll down the street
The sky is crying, look at the tears roll down the street
I'm waiting in tears looking for my baby, and I wonder where can she be?

I saw my baby one morning, and she was walking on down the street
I saw my baby one morning, yeah, she walking on down the street
Made me feel so good until my poor heart would skip a beat

I got a bad feeling my baby, my baby don't love me no more
I got a bad feeling my baby don't love me no more
Now the sky's been crying, the tears rolling down my door"
ML719,Elvis Costello,One Bell Ringing,"[Verse 1]
Rain slapping on a window pane
An hour or two of teeming
Storm punching like a hurricane
That tore him out of dreaming
Air screaming through the slightest gap
Rattling between the frame and the sill
Drapes hanging from the final act
When I had you still

[Chorus]
One lonely bird is singing
Lower the hood on his lament
Dash him down on the cold cement
One bell ringing

[Verse 2]
Flies buzzing 'round the strip search light
They've got him down on his knees
He dreams of honey dripping from a spoon
Girls whispering in Portuguese
Between the muzzle and the black site
Electrical contact
Deny your name, then carry the blame
Somewhere after the fact

[Chorus]
One lonely bird is singing
Lower the hood of his lament
Dash him down on the cold cement
One bell ringing"
ML720,Nicki Minaj,Save Me,"[Verse 1]
I drove for miles just to find you and find myself
All these screams, all these voices in my head
You gave me strength, gave me hope for a lifetime
I never was satisfied

[Chorus]
This time, won't you save me?
This time, won't you save me?
Baby, I can feel myself givin' up, givin' up
This time, won't you save me?
This time, won't you save me?
Baby, I can feel myself givin' up, givin' up
Givin' up
Givin' up
Givin' up

[Verse 2]
It's not your fault, I'm a bitch, I'm a monster
Yes, I'm a beast, and I feast when I conquer
But I'm alone on my throne, all these riches
I came this way, all this way just to say, ayy

[Chorus]
This time, won't you save me?
This time, won't you save me?
Baby, I can feel myself givin' up, givin' up
This time, won't you save me?
This time, won't you save me?
Baby, I can feel myself givin' up, givin' up
Givin' up
Givin' up
Givin' up

[Bridge]
I'm givin' up baby, yes
I'm givin' up, baby
It feels like I've been drivin' for miles (Yeah)
I'm givin' up, baby
And I can't seem to silence these voices in my head (Yeah)
This time, won't you save me?
Come save me
This time, won't you save me?
Come save me

[Chorus]
This time won't you save me? This time won't you save me?
Baby, I can feel myself givin' up, givin' up
This time won't you save me? This time won't you save me?
Baby, I can feel myself givin' up, givin' up
This time won't you save me? This time won't you save me?
Baby, I can feel myself givin' up (Givin' up)
Givin' up"
ML721,Brandon Heath,Your Love,"[Verse 1]
I felt it first when I was younger
A strange connection to the light
I tried to satisfy the hunger
I never got it right
I never got it right
So I climbed a mountain and l built an altar
Looked out as far as I could see
And every day I'm getting older
I'm runnin' outta dreams
I'm runnin' outta dreams

[Chorus]
But your love, your love
The only the thing that matters is your love
Your love is all I have to give
Your love is enough to light up the darkness
It's your love, your love
All I ever needed is your love

[Verse 2]
You know the effort I have given
And you know exactly what it cost
And though my innocence was taken
Not everything is lost
Not everything is lost (No)

[Chorus]
But your love, your love
The only the thing that matters is your love
Your love is all I have to give
Your love is enough to light up the darkness
It's your love, your love
All I ever needed is your love

[Bridge]
You're the hope in the morning
You're the light when the night is falling
You're the song when my heart is singing
It's your love
You're the eyes to the blind man
You're the feet to the lame man walking
You're the sound of the people singing
It's your love, your love

[Bridge]
Love, your love I needed
Love, your love I lean on
Never ever seen such love before, you (Your Love)
Love, your love I needed
Love, your love I lean on
Never ever seen such love before, you

[Chorus]
But your love (Your love)
Your love (Your love)
The only the thing that matters is your love (Your love)
Your love (Your love) is all I have to give (Oh)
Your love (Your love) is enough (Enough) to light up the darkness
It's your love (Your love)
Your love (Your love)
All I ever needed is your love

[Outro]
Your love is all that I needed
All I ever needed is your love (Your love)
Your love (Your love)
All I ever needed is your love
Your love is all that I needed
All I ever needed is your love
Your love is all that I needed
It's all I ever needed"
ML722,Michael W. Smith,Awesome God,"Our God is an awesome God
He reigns from heaven above
With wisdom, power, and love
Our God is an awesome God

Our God is an awesome God
He reigns from heaven above
With wisdom, power, and love
Our God is an awesome God

Our God is an awesome God
He reigns from heaven above
With wisdom, power, and love
Our God is an awesome God

Our God is an awesome God
He reigns from heaven above
With wisdom, power, and love
Our God is an awesome God

Our God is an awesome God
He reigns from heaven above
With wisdom, power, and love
Our God is an awesome God

Our God is an awesome God
He reigns from heaven above
With wisdom, power, and love
Our God is an awesome God

Our God is an awesome God
He reigns from heaven above
With wisdom, power, and love
Our God is an awesome God

Our God is an awesome God
He reigns from heaven above
With wisdom, power, and love
Our God is an awesome God

Our God is an awesome God
He reigns from heaven above
With wisdom, power, and love
Our God is an awesome God

Our God is an awesome God
He reigns from heaven above
With wisdom, power, and love
Our God is an awesome God

Our God is an awesome God
Our God is an awesome God"
ML723,Jeremy Riddle,Bless His Name,"Come, let us sing for joy
Let us shout aloud to our King
Come, let us worship God
Lifting holy hands, to bless His name

Lord, we come to meet with You again
To worship with one voice in adoration
For You deserve our every praise
That echoes in this place
You're the worthy One

Come, let us sing for joy
Let us shout aloud to our King
Come, and let us worship God
Lifting holy hands, bless His name

Lord, we come with gratitude that flows
From deep within our souls
We rejoice in You
And we will glory in Your name
And with a shout our lips proclaim
These praises stirring in our hearts

And come, let us sing for joy
And let us shout aloud to our King
Oh come, let us worship God
Lifting holy hands, to bless His name

Oh yeah
Oh yeah

Every creature in Heaven and Earth below
Bless His name, bless His name
Let every creature in Heaven and Earth below
Bless His name, bless His name

Let every creature in Heaven and Earth below
Bless His name, bless His name, oh
Let every creature in Heaven and Earth below
Bless His name, bless His name

Come, let us sing for joy
Let us shout aloud to our King, oh
Come, let us worship God
Lifting holy hands, to bless His name

God we come to bless Your name
We bless Your name
We bless Your holy name
We're living now to
Bless Your name
We come to bless Your name
We bless Your holy name"
ML724,"Phillips, Craig & Dean",Because I'm Forgiven,"[Verse 1]
There's a reason why I bring
You this simple offering
Pouring out my love to You
And though my heart cannot express
All this joy and gratefulness
Still I sing this song of love and thanks and praise

[Chorus]
It's because I'm forgiven
It's because I am free
It's because You've shown my mercy
And You believed in me
It's because You are my Savior
It's because You are my friend
And Your love it lifts me higher
Than I've ever been

[Verse 2]
Oh the wonder of Your ways
Oh the measure of Your grace
Greater than my heart can know
So how could I not celebrate
How could I not bless Your name
Singing out a song of love and thanks and praise

[Chorus]
It's because I'm forgiven
It's because I am free
It's because You've shown my mercy
And You believed in me
It's because You are my Savior
It's because You are my friend
And Your love it lifts me higher
Than I've ever been
It's because You are my Savior
It's because You are my friend
And Your love it lifts me higher
Than I've ever been

[Ending]
So much higher
Higher than I've ever been
It's because I'm forgiven
It's because I am free
It's because I'm forgiven
It's because I am free
I'm free"
ML725,Sarah Sadler,Beautiful,"When I'm with you
I see the world in a different way
You shine so bright

When I'm close to you
I feel the way that you really are
It moves my heart

You make me want to be
So beautiful
You make me want to be
Just like you
Beautiful

I think about you
And how you change everything you touch
I love you so much

You amaze me
You lift me up to a higher place
Put a smile on my face

You make me want to be
So beautiful
You make me want to be
Just like you (x2)
Beautiful

You make me want to be
So beautilful
You make me want to be
Just like you (x2)

Beautiful (x5)"
ML726,Juan Gabriel,Abrazame Muy Fuerte,"[Letra de ""Abrázame Muy Fuerte""]

[Verso 1]
Cuando tú estás conmigo es cuando yo digo
Que valió la pena todo, todo lo que yo he sufrido
No sé si es un sueño aún o es una realidad
Pero cuando estoy contigo es cuando digo:
Que este amor que siento es porque tú lo has merecido
Con decirte amor que otra vez he amanecido
Llorando de felicidad;
A tu lado yo siento que estoy viviendo
Nada es como ayer

[Coro 1]
Abrázame que el tiempo pasa y él nunca perdona
Ha hecho estragos en mi gente como en mi persona
Abrázame que el tiempo es malo y muy cruel amigo
Abrázame que el tiempo es oro si tú estas conmigo
Abrázame fuerte, muy fuerte, y más fuerte que nunca
Siempre abrázame

[Verso 2]
Hoy que tú estás conmigo
Yo no sé si está pasando el tiempo o tú lo has detenido
Así quiero estar por siempre
Aprovecho que estás tú conmigo
Te doy gracias por cada momento de mi vivir
Tú cuando mires para el cielo
Por cada estrella que aparezca, amor, es un ""te quiero"" (""Te quiero, te quiero"")
Abrázame que el tiempo hiere y el cielo es testigo
Que el tiempo es cruel y a nadie quiere por eso te digo:

[Coro 2]
Abrázame muy fuerte amor, mantenme así a tu lado
Yo quiero agradecerte amor todo lo que me has dado
Quiero corresponderte de una forma u otra a diario
Amor, yo nunca del dolor he sido partidario
Pero a mí me toco sufrir cuando confié y creí
En alguien que juró que daba su vida por mi
Abrázame que el tiempo pasa y ese no se detiene
Abrázame muy fuerte amor que el tiempo en contra viene
Abrázame que Dios perdona, pero el tiempo a ninguno
Abrázame que no le importa saber quien es uno
Abrázame que el tiempo pasa y él nunca perdona
Ha hecho estragos en mi gente como en mi persona
Abrázame que el tiempo es malo y muy cruel amigo (Amigo)
Abrázame muy fuerte amor"
